gene,Relative.Growth.Rate,phenotype,lower,upper,variance,timesAnalysed
PBANKA_041830,0.759717238,Slow,0.69654894,0.822885535,0.000997558,1
PBANKA_041850,1.033392653,Dispensable,0.922754121,1.144031185,0.003060221,1
PBANKA_050100,1.027655768,Dispensable,0.844671589,1.210639946,0.008370802,2
PBANKA_050120,1.035678151,Dispensable,0.865844685,1.205511617,0.007210852,1
PBANKA_050130,0.1,Essential,NA,NA,Inf,1
PBANKA_050170,0.953216271,Dispensable,0.885521819,1.020910723,0.001145635,1
PBANKA_050180,0.124477096,Essential,-0.146267384,0.395221575,0.018325643,3
PBANKA_050200,0.988480734,Dispensable,0.84762595,1.129335518,0.004960018,1
PBANKA_050220,0.1,Essential,NA,NA,Inf,2
PBANKA_050230,0.930723267,Dispensable,0.814502523,1.046944011,0.003376815,1
PBANKA_050250,0.394232498,Slow,0.175122484,0.613342512,0.0120023,2
PBANKA_050260,0.097482643,Essential,-0.09758419,0.292549476,0.009512767,3
PBANKA_050265,0.987618613,Dispensable,0.703432876,1.271804349,0.020190383,2
PBANKA_050270,0.115665432,Essential,-0.069423651,0.300754514,0.008564492,2
PBANKA_050280,0.039890799,Essential,-0.019046181,0.09882778,0.000868392,2
PBANKA_050300,0.910156318,Dispensable,0.651694111,1.168618524,0.016700678,1
PBANKA_050310,0.088046941,Essential,0.001839089,0.174254793,0.001857948,2
PBANKA_050320,0.409171671,Essential,0.071944915,0.746398426,0.028430471,2
PBANKA_050330,0.857229304,Dispensable,0.686066056,1.028392553,0.007324214,1
PBANKA_050350,0.449788246,Slow,0.103394461,0.79618203,0.029997163,2
PBANKA_050360,0.09720638,Essential,0.005439863,0.188972897,0.002105273,2
PBANKA_050370,0.969990995,Dispensable,0.899264939,1.040717051,0.001250544,1
PBANKA_050380,0.903804181,Dispensable,0.785775062,1.0218333,0.003482718,2
PBANKA_050400,0.083327365,Essential,-0.053826021,0.220480751,0.004702763,2
PBANKA_050410,0.067126648,Essential,0.007817572,0.126435724,0.000879392,3
PBANKA_050440,0.583045515,Slow,0.310883923,0.855207106,0.018517983,2
PBANKA_050500,0.876428046,Dispensable,0.574920202,1.17793589,0.022726745,3
PBANKA_050510,0.06544819,Essential,-0.125486092,0.256382472,0.009113975,1
PBANKA_050520,0.055061605,Essential,0.009461357,0.100661852,0.000519846,2
PBANKA_050530,0.664547954,Slow,0.473426266,0.855669642,0.009131875,2
PBANKA_050540,0.017602372,Essential,-0.012410655,0.047615399,0.000225195,2
PBANKA_050570,0.755435622,Slow,0.660221466,0.850649779,0.002266434,2
PBANKA_050590,0.167417091,Slow,0.11239139,0.222442792,0.000756957,2
PBANKA_050610,0.137559467,Essential,-0.082226299,0.357345232,0.012076446,2
PBANKA_050630,1.008651855,Dispensable,0.87693509,1.14036862,0.004337327,1
PBANKA_050650,0.859660103,Slow,0.74357584,0.975744365,0.003368889,1
PBANKA_050690,1.013256887,Dispensable,0.949637013,1.076876761,0.001011872,2
PBANKA_050700,0.145098199,Essential,-0.115967466,0.406163865,0.01703882,2
PBANKA_050710,0.191241518,Essential,-0.075147348,0.457630384,0.017740757,2
PBANKA_050720,1.024731204,Dispensable,0.960568335,1.088894072,0.001029218,2
PBANKA_050730,0.904955716,Dispensable,0.163619248,1.646292185,0.13739494,2
PBANKA_050740,0.295273556,Slow,0.1522913,0.438255812,0.005110981,2
PBANKA_050780,1.011745443,Dispensable,0.871695525,1.151795361,0.004903495,1
PBANKA_050790,1.016872533,Dispensable,0.847961593,1.185783472,0.007132726,1
PBANKA_050810,0.162408202,Essential,-0.058592251,0.383408656,0.0122103,2
PBANKA_050830,0.982125755,Dispensable,0.782967383,1.181284127,0.009916014,2
PBANKA_050840,0.057742849,Essential,0.021393625,0.094092074,0.000330317,2
PBANKA_050930,0.537059791,Slow,0.241339341,0.83278024,0.021862646,2
PBANKA_050950,0.020309749,Essential,-0.040822562,0.081442059,0.00093429,2
PBANKA_050970,0.1,Essential,0.046776192,0.998152689,0.056569827,2
PBANKA_051040,0.074842957,Essential,0.031365315,0.1183206,0.000472576,2
PBANKA_051050,0.901163348,Dispensable,0.704339118,1.097987578,0.009684944,2
PBANKA_051060,1.050876759,Dispensable,0.932020434,1.169733084,0.003531706,1
PBANKA_051080,0.561631651,Slow,0.229133595,0.894129707,0.027638739,2
PBANKA_051090,0.032650237,Essential,-0.015758616,0.08105909,0.000585854,2
PBANKA_051100,1.004235322,Dispensable,0.900661247,1.107809397,0.002681897,1
PBANKA_051120,0.036906422,Essential,-0.027362552,0.101175396,0.001032625,2
PBANKA_051130,0.087530199,Essential,0.035709692,0.139350706,0.000671341,2
PBANKA_051140,0.680286241,Slow,0.616735813,0.74383667,0.001009664,3
PBANKA_051150,0.256314464,Essential,-0.236071862,0.748700789,0.060611073,2
PBANKA_051210,0.377114118,Slow,0.275439589,0.478788647,0.002584427,2
PBANKA_051220,0.843483096,Dispensable,0.686489442,1.000476749,0.006161752,2
PBANKA_051230,0.069305121,Essential,-0.079829666,0.218439908,0.005560296,2
PBANKA_051260,0.091890642,Essential,-0.040034765,0.223816049,0.004351078,2
PBANKA_051270,0.909274286,Slow,0.828937802,0.98961077,0.001613488,1
PBANKA_051290,0.100776762,Essential,0.011929911,0.189623613,0.001973441,2
PBANKA_051300,1.057543222,Dispensable,0.935186343,1.179900101,0.003742801,1
PBANKA_051350,0.782681902,Dispensable,0.508706027,1.056657776,0.018765695,2
PBANKA_051360,1.018385894,Dispensable,0.887327794,1.149443995,0.004294056,2
PBANKA_051390,0.707493503,Slow,0.566615908,0.848371099,0.004961624,3
PBANKA_051400,0.1,Essential,NA,NA,Inf,2
PBANKA_051410,0.041394212,Essential,-0.517902014,0.600690437,0.078203067,2
PBANKA_051420,0.247403356,Essential,0.032816244,0.461990469,0.011511907,2
PBANKA_051440,1.079675773,Dispensable,0.903771633,1.255579912,0.007735567,2
PBANKA_051450,0.030795939,Essential,-0.058201508,0.119793385,0.001980136,2
PBANKA_051490,0.97420633,Slow,0.956815564,0.991597095,7.56E-05,54
PBANKA_051500,1.002712436,Dispensable,0.993001719,1.012423153,2.36E-05,54
PBANKA_051510,0.110622697,Essential,0.030238043,0.191007351,0.001615423,2
PBANKA_051520,0.996544131,Dispensable,0.907147736,1.085940525,0.001997929,2
PBANKA_051530,0.9240114,Dispensable,0.791877502,1.056145299,0.004364842,1
PBANKA_051535,1.041806986,Dispensable,0.975103357,1.108510615,0.001112344,2
PBANKA_051560,0.883180809,Dispensable,0.761554756,1.004806862,0.003698224,2
PBANKA_051610,0.099937988,Essential,0.03212426,0.167751716,0.001149675,2
PBANKA_051630,0.734649473,Slow,0.593307377,0.875991568,0.004994397,2
PBANKA_051660,0.955636802,Dispensable,0.834457685,1.07681592,0.003671095,1
PBANKA_051670,0.218055042,Essential,-0.000151128,0.436261212,0.011903483,2
PBANKA_051680,0.044159643,Essential,0.011962009,0.076357276,0.000259172,2
PBANKA_051690,0.199580293,Essential,-0.307457598,0.706618185,0.064271856,2
PBANKA_051700,0.976071392,Dispensable,0.802465167,1.149677617,0.00753478,1
PBANKA_051710,0.971630667,Dispensable,0.787929026,1.155332308,0.008436573,1
PBANKA_051720,1.019714644,Dispensable,0.911707959,1.127721329,0.002916361,1
PBANKA_051750,0.094591136,Essential,-0.156627717,0.345809989,0.015777728,2
PBANKA_051760,0.997172749,Dispensable,0.900603747,1.09374175,0.002331393,2
PBANKA_051770,1.010556217,Dispensable,0.946155009,1.074957425,0.001036879,1
PBANKA_051780,0.508362938,Slow,0.23798799,0.778737887,0.018275653,2
PBANKA_051810,1.077482189,Dispensable,0.879124617,1.27583976,0.009836431,2
PBANKA_051820,0.813267197,Dispensable,0.516794915,1.109739478,0.021973953,2
PBANKA_051830,1.022439987,Dispensable,0.860475907,1.184404067,0.006558091,1
PBANKA_051850,0.998878414,Dispensable,0.930877456,1.066879372,0.001156033,1
PBANKA_051880,0.959604323,Dispensable,0.888165487,1.031043158,0.001275877,1
PBANKA_051900,0.96421472,Dispensable,0.821486125,1.106943315,0.005092863,2
PBANKA_051930,0.197776701,Essential,-0.101194312,0.496747713,0.022345917,1
PBANKA_051950,0.353068218,Essential,-0.115897421,0.822033856,0.054982193,1
PBANKA_051970,0.98561642,Dispensable,0.88311762,1.088115221,0.002626501,1
PBANKA_051980,0.822844231,Slow,0.720554173,0.925134288,0.002615814,1
PBANKA_051990,0.63380432,Slow,0.391158216,0.876450424,0.014719283,2
PBANKA_052000,0.13194967,Essential,-0.033056049,0.296955389,0.006806722,2
PBANKA_052010,0.835234912,Dispensable,0.658397267,1.012072558,0.007817888,2
PBANKA_052020,0.208460042,Slow,0.119698677,0.297221408,0.001969645,3
PBANKA_052040,0.232300763,Slow,0.116391558,0.348209967,0.003358736,3
PBANKA_052050,0.144409731,Essential,0.006934772,0.28188469,0.004724841,2
PBANKA_052090,0.021236104,Essential,-0.019138895,0.061611102,0.000407535,2
PBANKA_052100,0.076040568,Essential,-0.130566407,0.282647543,0.010671611,3
PBANKA_052140,0.073181769,Essential,-0.008973284,0.155336822,0.001687363,4
PBANKA_052170,0.040501001,Essential,-0.038943229,0.11994523,0.001577846,3
PBANKA_052180,1.003821493,Dispensable,0.929496677,1.078146309,0.001381045,2
PBANKA_052200,0.091340693,Essential,-0.006771626,0.189453013,0.002406507,2
PBANKA_052210,0.813016127,Dispensable,0.42856787,1.197464385,0.036950116,2
PBANKA_052230,0.98337255,Dispensable,0.820977427,1.145767673,0.006593044,1
PBANKA_052240,0.203417146,Essential,-0.087298726,0.494133018,0.02112893,1
PBANKA_052270,0.066505447,Essential,0.003595195,0.129415699,0.000989425,1
PBANKA_052290,0.040485989,Essential,-0.121264035,0.202236012,0.006540768,2
PBANKA_052310,0.074338386,Essential,-0.04221924,0.190896012,0.00339642,2
PBANKA_052320,0.972624381,Dispensable,0.850146017,1.095102745,0.003750237,2
PBANKA_052430,0.572042146,Slow,0.384813635,0.759270657,0.008763629,2
PBANKA_052480,0.96618135,Dispensable,0.77420092,1.15816178,0.009214121,2
PBANKA_060080,0.118872167,Essential,0.0782926,0.159451735,0.000411675,2
PBANKA_060090,0.89507819,Dispensable,0.741977892,1.048178487,0.005859925,1
PBANKA_060100,0.213818128,Essential,-0.056699898,0.484336153,0.018295001,2
PBANKA_060110,0.14436911,Essential,-0.159407196,0.448145416,0.023070011,2
PBANKA_060120,0.707353937,Slow,0.477449052,0.937258822,0.013214064,2
PBANKA_060150,0.975800449,Dispensable,0.793553725,1.158047173,0.008303467,1
PBANKA_060170,0.124215318,Essential,-0.047563696,0.295994332,0.007377007,2
PBANKA_060200,0.315140264,Essential,-0.203687155,0.833967683,0.067295473,2
PBANKA_060240,0.783331491,Dispensable,0.572087726,0.994575256,0.011155982,2
PBANKA_060270,0.17979913,Essential,0.023893118,0.335705142,0.006076671,2
PBANKA_060280,0.209999884,Essential,0.069446029,0.350553739,0.004938847,2
PBANKA_060300,1.004534257,Dispensable,0.918307485,1.090761029,0.001858764,1
PBANKA_060340,0.066796803,Essential,-0.017765044,0.151358649,0.001787676,2
PBANKA_060350,0.167591379,Essential,-0.074754575,0.409937332,0.01468289,2
PBANKA_060380,0.975363039,Dispensable,0.875821835,1.074904243,0.002477113,1
PBANKA_060390,0.80037731,Dispensable,0.573475423,1.027279196,0.012871117,2
PBANKA_060430,0.213532571,Essential,-0.059757359,0.4868225,0.018671846,2
PBANKA_060440,1.012575962,Dispensable,0.966546298,1.058605625,0.000529682,2
PBANKA_060470,1.088362903,Dispensable,0.961310098,1.215415708,0.004035604,1
PBANKA_060480,0.289063682,Essential,-0.10498903,0.683116394,0.038819385,2
PBANKA_060510,1.057846977,Dispensable,0.955915264,1.15977869,0.002597519,1
PBANKA_060520,0.204175877,Essential,-0.059145554,0.467497308,0.017334544,2
PBANKA_060530,0.339796984,Essential,-0.216396177,0.895990144,0.077337708,2
PBANKA_060540,0.142216013,Essential,0.031666013,0.252766014,0.003055326,2
PBANKA_060570,0.039199084,Essential,-0.009130707,0.087528875,0.000583942,2
PBANKA_060600,0.158570599,Essential,0.073122392,0.244018806,0.001825349,2
PBANKA_060610,0.965894358,Dispensable,0.805426271,1.126362444,0.006437502,1
PBANKA_060620,1.015471649,Dispensable,0.899961335,1.130981964,0.003335658,1
PBANKA_060660,0.070473245,Essential,0.00447556,0.13647093,0.001088924,2
PBANKA_060680,0.084258804,Essential,0.013839431,0.154678177,0.001239722,3
PBANKA_060690,0.86363281,Dispensable,0.648209095,1.079056524,0.011601844,2
PBANKA_060710,0.074830088,Essential,0.034657671,0.115002505,0.000403456,2
PBANKA_060770,0.03669428,Essential,-0.076905664,0.150294223,0.003226237,2
PBANKA_060780,0.036880971,Essential,-0.009021172,0.082783114,0.000526752,2
PBANKA_060800,1.013053279,Dispensable,0.89561083,1.130495727,0.003448182,1
PBANKA_060840,0.065785756,Essential,-0.008880858,0.14045237,0.001393776,2
PBANKA_060860,0.991138982,Dispensable,0.845403867,1.136874096,0.005309681,1
PBANKA_060870,0.466822036,Slow,0.294197745,0.639446326,0.007449786,2
PBANKA_060880,1.013879537,Dispensable,0.896681683,1.13107739,0.003433834,2
PBANKA_060890,0.135313684,Essential,-0.077719034,0.348346402,0.011345735,2
PBANKA_060910,0.28916448,Essential,0.035646051,0.542682908,0.016067898,2
PBANKA_060920,0.960475913,Dispensable,0.894469622,1.026482205,0.001089208,1
PBANKA_060930,0.174924393,Essential,0.045812871,0.304035914,0.004167446,2
PBANKA_060970,0.085388444,Essential,0.001769182,0.169007705,0.001748045,2
PBANKA_060990,0.987163364,Insufficient data,-0.452054062,2.426380789,0.5178367,2
PBANKA_061000,0.047323562,Essential,0.005335946,0.089311178,0.00044074,2
PBANKA_061010,0.977493723,Dispensable,0.4174052,1.537582246,0.078424788,2
PBANKA_061030,0.094899946,Essential,-0.091436526,0.281236418,0.00868032,2
PBANKA_061040,0.639427867,Slow,0.436829971,0.842025764,0.010261477,3
PBANKA_061060,0.05526821,Essential,0.005608945,0.104927475,0.000616511,4
PBANKA_061100,0.1,Essential,-1.210491873,1.849755521,0.585319632,2
PBANKA_061110,0.950851724,Dispensable,0.777404383,1.124299065,0.007520995,1
PBANKA_061140,0.913461464,Dispensable,0.735459219,1.091463709,0.0079212,2
PBANKA_061150,0.04577028,Essential,-0.017225665,0.108766226,0.000992122,2
PBANKA_061160,0.1,Essential,NA,NA,Inf,2
PBANKA_061180,0.1,Essential,-0.591473443,0.993907969,0.157089639,2
PBANKA_061190,0.98714599,Dispensable,0.674799458,1.299492521,0.024390089,2
PBANKA_061230,0.564957722,Slow,0.388694961,0.741220483,0.00776714,2
PBANKA_061240,0.541172969,Slow,0.265963576,0.816382361,0.018935052,2
PBANKA_061260,0.094720975,Essential,0.03994383,0.149498121,0.000750134,2
PBANKA_061300,0.998279665,Dispensable,0.836043119,1.160516212,0.006580174,2
PBANKA_061310,0.277754739,Essential,-0.315506114,0.871015593,0.08798961,2
PBANKA_061340,0.083269057,Essential,0.035801748,0.130736365,0.000563286,2
PBANKA_061350,0.054625753,Essential,0.005006629,0.104244877,0.000615514,2
PBANKA_061360,0.96285061,Dispensable,0.848331835,1.077369386,0.003278637,2
PBANKA_061380,0.174956855,Essential,-0.029296134,0.379209843,0.010429821,2
PBANKA_061390,0.03018846,Essential,-0.020023088,0.080400008,0.0006303,2
PBANKA_061400,0.094864533,Essential,0.008233433,0.181495633,0.001876237,2
PBANKA_061410,0.022456625,Essential,-0.009373258,0.054286508,0.000253285,2
PBANKA_061430,0.495395552,Slow,0.198521865,0.792269238,0.022033496,2
PBANKA_061440,0.086197897,Essential,-0.022543584,0.194939379,0.002956177,2
PBANKA_061450,0.102164476,Essential,-0.055016506,0.259345457,0.006176465,2
PBANKA_061460,0.133053013,Essential,0.01597159,0.250134436,0.003427015,2
PBANKA_061490,0.798323967,Slow,0.673011299,0.923636636,0.003925816,1
PBANKA_061500,0.28368077,Essential,-0.014231231,0.581592772,0.02218789,3
PBANKA_061510,0.874774356,Dispensable,0.641733886,1.107814825,0.013576965,2
PBANKA_061520,0.855693833,Slow,0.796800444,0.914587222,0.000867108,4
PBANKA_061530,0.037019617,Essential,-0.049934263,0.123973497,0.001890244,2
PBANKA_061540,0.738784179,Dispensable,0.458693172,1.018875185,0.019612743,2
PBANKA_061560,0.072366825,Essential,-0.007250086,0.151983736,0.001584713,2
PBANKA_061570,0.596746513,Slow,0.224912865,0.968580161,0.034565065,2
PBANKA_061580,0.118720522,Essential,-0.227153498,0.464594543,0.029907209,2
PBANKA_061590,0.650809305,Dispensable,0.088141033,1.213477577,0.079148896,3
PBANKA_061600,0.98410553,Dispensable,0.891776671,1.076434389,0.002131155,1
PBANKA_061610,0.747083576,Slow,0.625582112,0.86858504,0.003690651,1
PBANKA_061640,1.028983957,Dispensable,0.917938186,1.140029728,0.003082791,1
PBANKA_061650,0.556699685,Slow,0.251348986,0.862050384,0.023309762,2
PBANKA_061670,0.971578144,Dispensable,0.936053809,1.007102478,0.000315495,4
PBANKA_061680,0.714499528,Dispensable,0.107993279,1.321005776,0.091962457,2
PBANKA_061720,0.224026059,Essential,-0.142982108,0.591034226,0.033673749,1
PBANKA_061730,0.094817491,Essential,-0.011984963,0.201619945,0.002851691,2
PBANKA_061750,0.095891738,Essential,-0.156323143,0.348106619,0.015903087,2
PBANKA_061800,0.315430665,Slow,0.123174211,0.507687119,0.009240636,1
PBANKA_061840,1.000123425,Dispensable,0.830459514,1.169787336,0.007196461,1
PBANKA_061860,0.134969354,Essential,-0.003570362,0.273509071,0.004798313,1
PBANKA_061870,0.083119623,Essential,-0.60762205,0.773861296,0.119281015,2
PBANKA_061880,0.594701187,Slow,0.453084457,0.736317916,0.005013825,3
PBANKA_061910,0.06843176,Essential,-0.008073285,0.144936804,0.001463255,1
PBANKA_061920,0.844425649,Dispensable,0.69746691,0.991384388,0.005399218,1
PBANKA_061930,0.062314298,Essential,-0.039671472,0.164300069,0.002600274,2
PBANKA_061960,0.959700938,Dispensable,0.903829118,1.015572758,0.000780415,1
PBANKA_061970,0.189619729,Essential,-0.154685006,0.533924464,0.029636438,3
PBANKA_062020,0.08064246,Essential,-0.014867672,0.176152593,0.002280546,2
PBANKA_062030,1.067413889,Dispensable,0.919152863,1.215674914,0.005495333,1
PBANKA_062050,0.051340744,Essential,0.002216951,0.100464538,0.000603287,2
PBANKA_062070,0.842442896,Dispensable,0.532561034,1.152324758,0.024006692,1
PBANKA_062110,0.127626009,Essential,0.003491552,0.251760466,0.003852341,2
PBANKA_062140,0.794591752,Dispensable,0.551956456,1.037227049,0.014717972,1
PBANKA_062180,0.313360813,Slow,0.19188042,0.434841207,0.003689372,2
PBANKA_062200,1.002943058,Dispensable,0.864606289,1.141279828,0.004784265,1
PBANKA_062240,0.978029784,Dispensable,0.874782416,1.081277153,0.002665005,2
PBANKA_062250,0.764337945,Slow,0.612009313,0.916666578,0.005801003,1
PBANKA_062270,0.162874361,Slow,0.112640776,0.213107947,0.000630853,2
PBANKA_062280,0.086039222,Essential,-0.025050692,0.197129135,0.003085242,2
PBANKA_062310,0.566007108,Slow,0.315342606,0.816671611,0.015708173,1
PBANKA_062320,0.803532049,Dispensable,0.589161689,1.01790241,0.011488663,2
PBANKA_070070,0.846352629,Slow,0.714319479,0.978385778,0.004358188,1
PBANKA_070100,0.811305721,Slow,0.696018538,0.926592905,0.003322784,1
PBANKA_070120,0.442289411,Essential,0.035796567,0.848782256,0.041309108,2
PBANKA_070130,0.96615275,Dispensable,0.883568455,1.048737044,0.001705041,1
PBANKA_070150,0.100386181,Essential,0.002304968,0.198467394,0.002404981,2
PBANKA_070160,1.020063535,Dispensable,0.863624425,1.176502645,0.006118299,1
PBANKA_070200,1.001445709,Dispensable,0.914201537,1.088689881,0.001902886,2
PBANKA_070210,0.982234856,Dispensable,0.91986771,1.044602001,0.000972415,1
PBANKA_070220,0.504356082,Slow,0.425309951,0.583402214,0.001562073,2
PBANKA_070230,0.124806031,Essential,0.075882603,0.173729459,0.000598375,2
PBANKA_070250,0.221386538,Essential,-0.204006623,0.646779699,0.045239835,2
PBANKA_070260,0.106573751,Essential,0.049712235,0.163435268,0.000808308,2
PBANKA_070270,0.996873591,Dispensable,0.919553439,1.074193743,0.001494601,1
PBANKA_070280,0.19878083,Essential,-0.345852314,0.743413973,0.074156315,2
