gene,Relative.Growth.Rate,phenotype,lower,upper,variance,timesAnalysed
PBANKA_070330,0.973986951,Dispensable,0.823918063,1.124055839,0.005630168,1
PBANKA_070350,0.932513949,Dispensable,0.842361722,1.022666175,0.002031856,1
PBANKA_070370,0.552085654,Slow,0.219559537,0.88461177,0.027643405,3
PBANKA_070410,0.508221665,Slow,0.337077872,0.679365458,0.007322549,2
PBANKA_070440,1.005704588,Dispensable,0.941793235,1.069615941,0.001021165,2
PBANKA_070450,0.198804886,Essential,-0.085029928,0.482639701,0.020140551,2
PBANKA_070460,0.100134072,Essential,0.005854965,0.194413179,0.002222138,2
PBANKA_070470,0.973459569,Dispensable,0.81761016,1.129308978,0.00607226,1
PBANKA_070490,1.032601752,Dispensable,0.904868843,1.160334662,0.004078924,1
PBANKA_070510,0.071676396,Essential,-0.03584141,0.179194202,0.00289002,2
PBANKA_070550,1.042739883,Dispensable,0.894109129,1.191370637,0.005522775,1
PBANKA_070560,0.031211151,Essential,-0.01489576,0.077318061,0.000531462,2
PBANKA_070570,0.829950849,Slow,0.691902576,0.967999122,0.004764331,1
PBANKA_070590,0.828081981,Slow,0.704426429,0.951737534,0.003822674,1
PBANKA_070600,0.160226814,Essential,0.07563962,0.244814008,0.001788748,2
PBANKA_070610,0.24272403,Slow,0.100736201,0.384711859,0.005040136,2
PBANKA_070620,0.689943021,Slow,0.41215579,0.967730252,0.019291436,2
PBANKA_070630,0.189205786,Slow,0.098674895,0.279736676,0.002048961,2
PBANKA_070640,0.032450017,Essential,0.004473491,0.060426543,0.000195672,2
PBANKA_070650,0.122891816,Essential,0.017402793,0.228380839,0.002781983,3
PBANKA_070660,0.989741649,Dispensable,0.805497612,1.173985685,0.008486466,1
PBANKA_070680,0.677856471,Slow,0.459916123,0.89579682,0.011874499,2
PBANKA_070690,1.020646402,Dispensable,0.89255062,1.148742184,0.004102132,1
PBANKA_070700,0.946026781,Dispensable,0.824050067,1.068003495,0.00371958,1
PBANKA_070710,0.974418424,Dispensable,0.841390947,1.1074459,0.004424077,1
PBANKA_070730,0.1,Essential,-0.44551976,1.176705644,0.164475954,2
PBANKA_070740,0.738966463,Slow,0.554617867,0.923315059,0.008496101,1
PBANKA_070760,0.042045492,Essential,-0.010428492,0.094519475,0.00068838,1
PBANKA_070800,0.066979387,Essential,-0.001460856,0.13541963,0.001171017,2
PBANKA_070810,0.996461661,Dispensable,0.884233944,1.108689379,0.003148765,1
PBANKA_070820,0.938134193,Slow,0.881436868,0.994831519,0.000803647,1
PBANKA_070840,0.141452227,Essential,0.039752888,0.243151566,0.002585689,2
PBANKA_070850,0.983528394,Dispensable,0.857474292,1.109582495,0.003972409,1
PBANKA_070900,0.271682291,Essential,-0.013647502,0.557012085,0.020353273,2
PBANKA_070910,0.123073911,Essential,-0.154512028,0.40065985,0.019263488,2
PBANKA_070940,0.234491795,Slow,0.153570633,0.315412956,0.001637059,2
PBANKA_070950,0.146234782,Essential,-0.021460918,0.313930481,0.007030462,2
PBANKA_070990,0.881732774,Dispensable,0.705175367,1.05829018,0.007793129,1
PBANKA_071010,0.971403469,Dispensable,0.796018567,1.146788372,0.007689966,2
PBANKA_071020,1.018136734,Dispensable,0.933917592,1.102355876,0.001773216,1
PBANKA_071050,0.864477023,Slow,0.775600104,0.953353943,0.001974777,1
PBANKA_071070,0.033076553,Essential,-0.006622996,0.072776102,0.000394014,2
PBANKA_071080,0.1,Essential,-0.473395185,0.996810433,0.135094035,2
PBANKA_071100,1.133474531,Dispensable,0.981274294,1.285674768,0.005791228,1
PBANKA_071120,1.011273261,Dispensable,0.913610004,1.108936518,0.002384528,1
PBANKA_071130,1.035013067,Dispensable,0.899113289,1.170912846,0.004617187,1
PBANKA_071180,0.057485395,Essential,0.016159074,0.098811716,0.000426966,2
PBANKA_071190,0.017549069,Essential,-0.380111456,0.415209594,0.039533473,2
PBANKA_071200,0.030173207,Essential,-0.034154844,0.094501258,0.001034525,2
PBANKA_071210,0.792022422,Dispensable,0.444655998,1.139388846,0.030165858,2
PBANKA_071220,0.986037819,Dispensable,0.819125747,1.152949891,0.00696491,2
PBANKA_071230,0.839578336,Slow,0.711017126,0.968139546,0.004131996,1
PBANKA_071250,1.003034354,Dispensable,0.879305908,1.126762799,0.003827182,1
PBANKA_071260,0.1,Essential,-0.355486996,1.188740882,0.149039984,2
PBANKA_071270,1.02356415,Dispensable,0.966871712,1.080256587,0.000803508,2
PBANKA_071280,0.036849349,Essential,-0.02449765,0.098196347,0.000940864,2
PBANKA_071310,0.093678913,Essential,0.00057046,0.186787366,0.002167296,3
PBANKA_071320,0.048855808,Essential,-0.114530952,0.212242568,0.006673808,1
PBANKA_071330,1.007933515,Dispensable,0.895702539,1.120164491,0.003148948,1
PBANKA_071340,0.100309513,Essential,0.040905515,0.159713511,0.000882209,2
PBANKA_071350,1.011930049,Dispensable,0.887978081,1.135882018,0.003841023,1
PBANKA_071390,1.076838758,Dispensable,0.946106814,1.207570701,0.00427271,1
PBANKA_071400,0.96543162,Dispensable,0.868207525,1.062655715,0.002363131,1
PBANKA_071420,0.104720567,Essential,0.032934558,0.176506575,0.001288308,4
PBANKA_071430,1.044368575,Dispensable,0.897519817,1.191217333,0.005391139,1
PBANKA_071440,0.97498187,Dispensable,0.915842941,1.0341208,0.000874353,1
PBANKA_071450,1.019709426,Dispensable,0.836442944,1.202975909,0.008396651,1
PBANKA_071470,0.98943276,Dispensable,0.916958293,1.061907227,0.001313137,1
PBANKA_071480,0.101653847,Essential,0.003409451,0.199898242,0.00241299,2
PBANKA_071490,0.968326198,Dispensable,0.86384758,1.072804817,0.002728945,1
PBANKA_071500,0.059869438,Essential,-0.015905499,0.135644375,0.00143546,2
PBANKA_071510,0.264021048,Slow,0.127140943,0.400901152,0.004684041,3
PBANKA_071540,0.864790359,Dispensable,0.712688506,1.016892212,0.005783743,1
PBANKA_071550,0.837950151,Slow,0.712572597,0.963327706,0.003929883,1
PBANKA_071560,0.533234445,Slow,0.317029812,0.749439078,0.011686111,2
PBANKA_071600,0.757626177,Dispensable,0.325631045,1.189621308,0.046654948,1
PBANKA_071610,0.649387931,Slow,0.42736567,0.871410191,0.012323471,2
PBANKA_071620,0.569025619,Slow,0.354567279,0.78348396,0.011498095,2
PBANKA_071630,0.987152349,Dispensable,0.851580606,1.122724092,0.004594924,1
PBANKA_071650,0.938492465,Dispensable,0.824580889,1.052404041,0.003243962,1
PBANKA_071660,0.787656986,Slow,0.630946847,0.944367126,0.006139517,2
PBANKA_071670,0.584426894,Slow,0.297907244,0.870946543,0.020523377,2
PBANKA_071700,0.565962725,Slow,0.310426287,0.821499164,0.016324718,2
PBANKA_071720,0.072345182,Essential,-0.05113051,0.195820875,0.003811562,1
PBANKA_071730,0.126988075,Essential,-0.069009387,0.322985537,0.009603751,2
PBANKA_071740,0.199043421,Essential,-0.284001541,0.682088383,0.058333109,2
PBANKA_071750,0.951280499,Dispensable,0.896802677,1.005758322,0.000741958,1
PBANKA_071760,0.245191159,Slow,0.201073443,0.289308874,0.000486593,3
PBANKA_071780,0.12363724,Essential,0.039026657,0.208247823,0.001789738,2
PBANKA_071790,0.542987026,Slow,0.180589281,0.90538477,0.032833031,2
PBANKA_071810,0.251919016,Slow,0.111673065,0.392164967,0.004917232,2
PBANKA_071830,0.974017713,Dispensable,0.907442854,1.040592572,0.001108053,1
PBANKA_071840,0.656660614,Slow,0.384771401,0.928549827,0.018480936,3
PBANKA_071870,0.963802541,Dispensable,0.866807734,1.060797349,0.002351998,1
PBANKA_071960,0.999323628,Dispensable,0.884799908,1.113847348,0.003278921,1
PBANKA_072020,0.830771789,Slow,0.706076179,0.955467399,0.003887249,2
PBANKA_072040,0.083388694,Essential,0.010319853,0.156457536,0.001334764,2
PBANKA_072060,0.425279982,Slow,0.35889265,0.491667315,0.001101819,3
PBANKA_072070,0.961851647,Dispensable,0.864723517,1.058979778,0.002358468,2
PBANKA_072080,0.129479081,Essential,-0.025052527,0.284010688,0.005970004,2
PBANKA_072090,1.064889288,Dispensable,0.937934553,1.191844024,0.004029376,1
PBANKA_072100,1.004207452,Dispensable,0.870751862,1.137663042,0.004452599,1
PBANKA_072150,0.396259048,Essential,0.041522687,0.750995409,0.031459471,3
PBANKA_072200,0.630982243,Slow,0.416028711,0.845935776,0.011551255,3
PBANKA_080010,0.881356737,Dispensable,0.681859719,1.080853756,0.009949765,2
PBANKA_080030,0.938875761,Dispensable,0.811158883,1.066592638,0.0040779,1
PBANKA_080040,0.744137716,Slow,0.587760521,0.900514912,0.006113457,1
PBANKA_080050,0.792635933,Slow,0.619202012,0.966069853,0.007519831,1
PBANKA_080060,0.977137451,Dispensable,0.847642909,1.106631993,0.004192209,1
PBANKA_080070,0.05190355,Essential,-0.041050802,0.144857901,0.002160128,2
PBANKA_080110,0.098084442,Essential,0.052544786,0.143624098,0.000518465,2
PBANKA_080130,0.704617256,Slow,0.607301823,0.801932688,0.002367573,2
PBANKA_080160,0.032968096,Essential,-0.01192739,0.077863582,0.000503901,2
PBANKA_080180,0.1,Essential,-1.542183553,1.769449336,0.685432024,1
PBANKA_080220,0.433423958,Slow,0.308043695,0.558804221,0.003930053,2
PBANKA_080230,0.061756337,Essential,-0.185289797,0.308802471,0.015257948,2
PBANKA_080250,0.943322395,Dispensable,0.849233164,1.037411626,0.002213196,2
PBANKA_080260,0.419701099,Slow,0.225483156,0.613919042,0.009430152,2
PBANKA_080270,0.154382453,Essential,-0.459392396,0.768157302,0.094179891,2
PBANKA_080280,0.412980492,Slow,0.179934378,0.646026606,0.013577623,2
PBANKA_080300,0.436650354,Slow,0.163989731,0.709310978,0.018585954,3
PBANKA_080310,0.1,Essential,-0.342329433,1.100288595,0.130071673,3
PBANKA_080320,0.049193975,Essential,-0.023389431,0.121777381,0.001317088,2
PBANKA_080330,0.071537061,Essential,-0.037498729,0.180572851,0.002972201,1
PBANKA_080360,0.804967825,Slow,0.658098851,0.951836798,0.005392624,1
PBANKA_080370,0.115768176,Essential,0.047178226,0.184358126,0.001176145,2
PBANKA_080400,0.037879728,Essential,0.009203671,0.066555785,0.000205579,2
PBANKA_080430,0.958074363,Dispensable,0.866767123,1.049381602,0.002084253,1
PBANKA_080450,0.165779221,Essential,-0.206460054,0.538018495,0.034640519,5
PBANKA_080480,0.015673225,Essential,-0.016530327,0.047876776,0.000259267,2
PBANKA_080490,0.487022058,Slow,0.336422184,0.637621932,0.005670081,2
PBANKA_080500,0.050694794,Essential,0.013596605,0.087792984,0.000344069,2
PBANKA_080510,0.27979339,Slow,0.103335002,0.456251778,0.007784391,2
PBANKA_080520,0.078280895,Essential,-0.023339443,0.179901234,0.002581673,2
PBANKA_080550,1.04797266,Dispensable,0.910111051,1.185834269,0.004751456,1
PBANKA_080560,0.094584393,Essential,0.030054384,0.159114402,0.001041031,4
PBANKA_080570,0.522702715,Slow,0.38324725,0.662158179,0.004861957,2
PBANKA_080580,0.270972055,Essential,-0.009995129,0.55193924,0.01973564,1
PBANKA_080590,0.958005483,Dispensable,0.835964478,1.080046488,0.003723502,1
PBANKA_080600,0.839947597,Dispensable,0.675743977,1.004151217,0.006740707,1
PBANKA_080610,0.967478842,Dispensable,0.822441927,1.112515757,0.005258927,1
PBANKA_080620,0.066393854,Essential,-0.009361459,0.142149168,0.001434717,2
PBANKA_080630,0.962558484,Dispensable,0.741304115,1.183812853,0.012238374,2
PBANKA_080640,1.009804583,Dispensable,0.879572003,1.140037163,0.004240131,1
PBANKA_080650,1.042145387,Dispensable,0.949873556,1.134417218,0.002128523,2
PBANKA_080660,0.32035223,Slow,0.148784763,0.491919697,0.007358849,2
PBANKA_080670,0.568004168,Slow,0.280628998,0.855379338,0.020646122,2
PBANKA_080690,0.982628734,Dispensable,0.78379702,1.181460448,0.009883513,2
PBANKA_080700,0.068002096,Essential,-0.106963833,0.242968025,0.007653269,2
PBANKA_080710,0.951488437,Dispensable,0.860029669,1.042947204,0.002091177,1
PBANKA_080720,1.045702873,Dispensable,0.899224222,1.192181525,0.005363999,1
PBANKA_080730,0.262597625,Slow,0.136763186,0.388432065,0.003958577,2
PBANKA_080750,0.338026996,Essential,-0.264604554,0.940658546,0.090791196,2
PBANKA_080800,0.052161715,Essential,-0.003365815,0.107689245,0.000770827,4
PBANKA_080810,0.95755155,Dispensable,0.784044055,1.131059045,0.007526213,2
PBANKA_080820,0.038236012,Essential,-0.051317344,0.127789367,0.002004951,2
PBANKA_080830,0.162697839,Essential,-0.080178105,0.405573784,0.014747181,2
PBANKA_080870,0.330016066,Slow,0.161974242,0.49805789,0.007059514,2
PBANKA_080880,0.008359271,Essential,-0.032897118,0.04961566,0.000425522,2
PBANKA_080890,0.689539586,Slow,0.546428912,0.832650261,0.005120166,2
PBANKA_080900,0.991152663,Dispensable,0.839507649,1.142797677,0.005749053,1
PBANKA_080910,0.809644873,Slow,0.656129875,0.963159871,0.005891714,2
PBANKA_080920,0.050397379,Essential,0.021614222,0.079180535,0.000207118,2
PBANKA_080930,0.052436295,Essential,-0.01280354,0.11767613,0.001064059,3
PBANKA_080940,1.042677126,Dispensable,0.849022266,1.236331986,0.009375551,2
PBANKA_080950,1.029116093,Dispensable,0.901173923,1.157058263,0.0040923,1
PBANKA_080960,0.100630407,Essential,-0.042969241,0.244230055,0.005155215,3
PBANKA_081060,0.1,Essential,-1.063685884,1.413397924,0.383496512,2
PBANKA_081070,1.0011332,Dispensable,0.826417803,1.175848597,0.007631367,1
PBANKA_081090,0.221822915,Essential,0.065359002,0.378286827,0.006120239,2
PBANKA_081110,0.918358594,Dispensable,0.790168643,1.046548545,0.004108166,1
PBANKA_081120,0.968095292,Dispensable,0.855919127,1.080271458,0.003145873,1
PBANKA_081130,0.011757155,Essential,-0.041016535,0.064530845,0.000696266,2
PBANKA_081140,0.057589503,Essential,-0.035598434,0.15077744,0.002170998,2
PBANKA_081170,0.06413088,Essential,-0.011430587,0.139692347,0.001427384,2
PBANKA_081180,1.027235436,Dispensable,0.960283357,1.094187515,0.001120645,2
PBANKA_081190,0.103675917,Essential,-0.148908627,0.356260461,0.015949738,2
PBANKA_081200,0.144627907,Essential,-0.313071099,0.602326912,0.052372095,2
PBANKA_081210,0.249278799,Essential,-0.190729701,0.6892873,0.04840187,2
PBANKA_081230,0.042175963,Essential,0.011971561,0.072380365,0.000228076,2
PBANKA_081240,0.790362608,Dispensable,0.561864358,1.018860859,0.013052863,3
PBANKA_081280,0.67728207,Slow,0.593092527,0.761471613,0.00177197,2
PBANKA_081300,0.315777719,Essential,-0.10468674,0.736242179,0.04419759,1
PBANKA_081390,0.1,Essential,-0.515997353,0.956876982,0.135584925,1
PBANKA_081400,0.0862519,Essential,0.005756821,0.166746979,0.001619864,2
PBANKA_081410,0.123179356,Essential,0.038001366,0.208357346,0.001813822,2
PBANKA_081420,0.957387926,Dispensable,0.906988017,1.007787835,0.000635038,1
PBANKA_081470,0.080466629,Essential,0.021595576,0.139337682,0.00086645,2
PBANKA_081490,0.107490341,Essential,-0.037752557,0.252733239,0.005273875,2
PBANKA_081510,0.087986615,Essential,0.021936076,0.154037154,0.001090668,3
PBANKA_081530,0.064165098,Essential,-0.011990951,0.140321148,0.001449936,2
PBANKA_081600,0.934337874,Dispensable,0.844416742,1.024259007,0.002021453,1
PBANKA_081610,0.050930151,Essential,-0.012632886,0.114493188,0.001010065,2
PBANKA_081620,0.40516285,Slow,0.340252543,0.470073157,0.001053337,2
PBANKA_081640,0.1,Essential,NA,NA,Inf,1
PBANKA_081680,0.982113512,Dispensable,0.906495671,1.057731354,0.001429514,1
PBANKA_081700,0.964407472,Dispensable,0.835319743,1.093495202,0.00416591,3
PBANKA_081730,0.102144899,Essential,-0.020012536,0.224302335,0.00373061,2
PBANKA_081760,0.981798587,Dispensable,0.919512257,1.044084917,0.000969897,1
PBANKA_081780,0.03232069,Essential,0.001639944,0.063001437,0.000235327,2
PBANKA_081800,0.25639534,Essential,-0.024067907,0.536858586,0.019664908,2
PBANKA_081840,1.03089689,Dispensable,0.913853131,1.147940649,0.00342481,2
PBANKA_081850,0.11867244,Essential,0.044403356,0.192941524,0.001378974,2
PBANKA_081860,0.133354892,Essential,-0.375736757,0.642446542,0.064793577,2
PBANKA_081870,0.082583349,Essential,-0.025814191,0.190980889,0.002937507,2
PBANKA_081900,0.11661645,Essential,-0.317872114,0.551105014,0.047195078,3
PBANKA_081910,0.73589159,Slow,0.609153273,0.862629906,0.00401565,2
PBANKA_081920,0.093712395,Essential,0.024460396,0.162964394,0.00119896,2
PBANKA_081940,1.041477921,Dispensable,0.888492011,1.194463832,0.005851172,1
PBANKA_081950,0.870960795,Dispensable,0.695956001,1.04596559,0.00765667,1
PBANKA_081970,0.748726558,Slow,0.604607851,0.892845265,0.00519255,1
PBANKA_082000,0.161418127,Essential,0.062280848,0.260555407,0.00245705,3
PBANKA_082010,1.023800691,Dispensable,0.951170884,1.096430499,0.001318772,1
PBANKA_082020,1.046734367,Dispensable,0.873997042,1.219471692,0.007459546,1
PBANKA_082030,0.933856183,Dispensable,0.834944323,1.032768043,0.002445889,1
PBANKA_082040,0.975906334,Dispensable,0.873889505,1.077923164,0.002601858,2
PBANKA_082090,0.910199967,Dispensable,0.740570838,1.079829095,0.00719351,1
PBANKA_082100,0.825790068,Slow,0.667847148,0.983732989,0.006236492,1
PBANKA_082110,0.119234055,Essential,0.072189519,0.16627859,0.000553297,2
PBANKA_082130,0.787049171,Dispensable,0.1045725,1.469525843,0.116443602,2
PBANKA_082160,0.810450402,Slow,0.678138845,0.942761958,0.004376587,2
PBANKA_082170,0.439150473,Essential,0.051355195,0.826945751,0.037596294,2
PBANKA_082180,0.027044618,Essential,-0.014756179,0.068845414,0.000436827,2
PBANKA_082220,0.110703946,Essential,-0.030413563,0.251821454,0.004978538,2
PBANKA_082230,0.918786692,Dispensable,0.831981768,1.005591617,0.001883774,1
PBANKA_082250,0.279770849,Slow,0.152947167,0.406594531,0.004021062,2
PBANKA_082300,0.729199956,Slow,0.547527844,0.910872068,0.008251189,2
PBANKA_082320,1.034022943,Dispensable,0.917420161,1.150625726,0.003399052,1
PBANKA_082330,0.471119081,Essential,0.021103552,0.921134609,0.050628494,1
PBANKA_082340,0.176686752,Essential,-0.363866706,0.71724021,0.07304951,2
PBANKA_082350,0.948001871,Dispensable,0.848403493,1.047600248,0.002479959,1
PBANKA_082360,0.270514416,Essential,-0.065013317,0.606042148,0.028144715,3
PBANKA_082380,0.960209751,Dispensable,0.884775801,1.035643702,0.00142257,1
PBANKA_082400,0.85334816,Slow,0.756765859,0.949930461,0.002332035,1
PBANKA_082410,0.126855893,Essential,-0.110605426,0.364317211,0.014096969,2
PBANKA_082420,0.901056338,Dispensable,0.773943484,1.028169192,0.004039419,2
PBANKA_082430,1.025191921,Dispensable,0.907010753,1.143373089,0.003491697,1
PBANKA_082440,0.9568745,Dispensable,0.799257545,1.114491454,0.006210776,1
PBANKA_082450,0.438512244,Slow,0.374911728,0.502112759,0.001011256,2
PBANKA_082460,1.04160468,Dispensable,0.895341335,1.187868024,0.005348242,2
PBANKA_082490,0.693203991,Dispensable,0.374543326,1.011864655,0.025386155,2
PBANKA_082520,1.013976887,Dispensable,0.926371634,1.10158214,0.00191867,2
PBANKA_082530,0.796521112,Dispensable,0.601610757,0.991431468,0.009497512,1
PBANKA_082540,0.041805108,Essential,-0.024660529,0.108270746,0.00110442,2
PBANKA_082620,0.109439213,Essential,0.016557177,0.20232125,0.002156768,3
PBANKA_082630,0.078874787,Essential,0.026054895,0.131694679,0.000697485,3
PBANKA_082640,0.959290784,Dispensable,0.837539196,1.081042372,0.003705862,2
PBANKA_082650,0.1,Essential,-0.376493916,1.058266695,0.128658626,2
PBANKA_082690,0.286599764,Essential,-0.004269637,0.577469165,0.021151252,2
PBANKA_082700,0.076385774,Essential,0.0072647,0.145506847,0.001194431,2
PBANKA_082710,0.93318111,Dispensable,0.865582048,1.000780172,0.001142408,4
PBANKA_082740,0.990650854,Dispensable,0.811584821,1.169716888,0.008016161,2
PBANKA_082750,0.703464922,Slow,0.629961436,0.776968407,0.001350691,2
PBANKA_082780,0.583637564,Slow,0.370579061,0.796696067,0.011348481,2
PBANKA_082790,0.780854733,Slow,0.588490541,0.973218925,0.009250996,1
PBANKA_082800,0.838253142,Dispensable,0.628054733,1.04845155,0.011045843,2
PBANKA_082820,1.005822714,Dispensable,0.858736921,1.152908507,0.005408558,1
PBANKA_082850,0.933110081,Dispensable,0.853769663,1.0124505,0.001573726,1
PBANKA_082860,0.058008642,Essential,0.022859594,0.093157689,0.000308864,3
PBANKA_082870,0.093753905,Essential,0.01624708,0.171260731,0.001501827,3
PBANKA_082880,0.083508164,Essential,-0.030386628,0.197402957,0.003243006,3
PBANKA_082890,0.960645049,Dispensable,0.82135919,1.099930909,0.004850138,1
PBANKA_082910,0.267679527,Slow,0.095045728,0.440313325,0.007450607,1
PBANKA_082920,0.126782526,Essential,-0.025436409,0.279001461,0.005792651,2
PBANKA_082930,0.864932749,Dispensable,0.674561905,1.055303593,0.009060265,2
PBANKA_082940,0.653674586,Slow,0.465906939,0.841442232,0.008814172,2
PBANKA_082960,0.996054501,Dispensable,0.945242108,1.046866894,0.000645475,4
PBANKA_082970,0.444712027,Slow,0.295947383,0.593476671,0.00553273,2
PBANKA_083040,1.01029706,Dispensable,0.86209383,1.158500289,0.005491049,1
PBANKA_083060,0.236366837,Essential,0.018977343,0.453756331,0.011814548,2
PBANKA_083100,0.205327598,Essential,-0.238282791,0.648937988,0.049197544,4
PBANKA_083110,1.011926788,Dispensable,0.855205478,1.168648098,0.006140392,1
PBANKA_083170,0.931831818,Dispensable,0.839591846,1.02407179,0.002127053,2
PBANKA_083180,1.014825171,Dispensable,0.846038108,1.183612233,0.007122268,2
PBANKA_083190,0.668205237,Slow,0.389125307,0.947285167,0.019471402,2
PBANKA_083200,0.970376475,Dispensable,0.861259884,1.079493066,0.002976608,2
PBANKA_083210,0.927564065,Dispensable,0.715331787,1.139796344,0.011260635,2
PBANKA_083240,0.960167971,Dispensable,0.696996023,1.22333992,0.017314869,2
PBANKA_083250,0.998165038,Dispensable,0.863603828,1.132726249,0.00452668,1
PBANKA_083260,0.4227377,Slow,0.101436501,0.744038899,0.025808615,2
PBANKA_083280,0.990234546,Dispensable,0.811769964,1.168699129,0.007962402,1
PBANKA_083290,0.606364203,Slow,0.503153755,0.709574652,0.002663099,2
PBANKA_083300,0.565315605,Slow,0.445448383,0.685182828,0.003592038,3
PBANKA_083310,0.993475685,Dispensable,0.875664022,1.111287348,0.003469897,1
PBANKA_083330,0.944946085,Dispensable,0.791964611,1.097927558,0.005850833,1
PBANKA_083410,0.090305065,Essential,-0.029179743,0.209789873,0.003569155,2
PBANKA_083440,0.517131489,Slow,0.120293753,0.913969226,0.039370047,2
PBANKA_083460,1.036628343,Dispensable,0.947241657,1.126015028,0.001997495,1
PBANKA_083490,0.051425009,Essential,-0.063823531,0.166673549,0.003320556,3
PBANKA_083510,0.737983838,Slow,0.581213209,0.894754467,0.006144258,2
PBANKA_083520,0.122352682,Essential,0.058849629,0.185855734,0.001008159,2
PBANKA_083530,0.336533695,Essential,-0.041289419,0.71435681,0.035687577,2
PBANKA_083550,0.912837835,Dispensable,0.653416751,1.172258919,0.016824825,2
PBANKA_083560,0.067846826,Essential,-0.036722494,0.172416146,0.002733686,5
PBANKA_083570,1.127856178,Dispensable,0.973104464,1.282607893,0.005987023,2
PBANKA_083600,0.149836115,Essential,-0.041021436,0.340693666,0.009106651,2
PBANKA_083610,0.053711728,Essential,-0.03241512,0.139838576,0.001854458,2
PBANKA_083630,0.080119892,Essential,0.024833748,0.135406036,0.000764139,2
PBANKA_083660,0.957649727,Dispensable,0.831101505,1.08419795,0.004003613,1
PBANKA_083680,1.000509057,Dispensable,0.857486213,1.143531902,0.005113883,1
PBANKA_090110,0.042283161,Essential,-0.023686468,0.10825279,0.001087998,4
PBANKA_090140,0.79349903,Slow,0.70451447,0.882483589,0.001979563,2
PBANKA_090150,1.004923085,Dispensable,0.912727038,1.097119133,0.002125028,1
PBANKA_090160,0.1,Essential,0.067637607,1.215883825,0.082404336,2
PBANKA_090170,0.081395035,Essential,0.045682813,0.117107258,0.000318841,2
PBANKA_090180,0.913395121,Dispensable,0.717905091,1.108885152,0.009554088,2
PBANKA_090190,0.513755997,Insufficient data,-0.233890554,1.261402548,0.139743841,2
PBANKA_090200,1.044298528,Dispensable,0.979807212,1.108789845,0.001039782,1
PBANKA_090210,0.9187935,Dispensable,0.773031654,1.064555347,0.005311629,1
PBANKA_090240,0.934805615,Dispensable,0.77501329,1.094597941,0.006383397,2
PBANKA_090250,1.009457704,Dispensable,0.902292879,1.11662253,0.002871075,1
PBANKA_090260,0.886588777,Slow,0.804418804,0.96875875,0.001687976,2
PBANKA_090270,1.017022918,Dispensable,0.917829148,1.116216689,0.002459851,1
PBANKA_090370,1.054020199,Dispensable,0.968954338,1.139086059,0.00180905,1
PBANKA_090380,0.142417406,Essential,-0.015922954,0.300757767,0.006267917,5
PBANKA_090390,0.376709085,Slow,0.09766678,0.65575139,0.019466152,3
PBANKA_090400,0.985111842,Dispensable,0.923301418,1.046922266,0.000955132,1
PBANKA_090410,0.196284545,Essential,0.038928903,0.353640188,0.0061902,2
PBANKA_090420,1.013447981,Dispensable,0.914669585,1.112226376,0.002439293,1
PBANKA_090430,0.421147924,Slow,0.247741935,0.594553912,0.007517409,2
PBANKA_090440,0.457865287,Slow,0.350961665,0.564768908,0.002857096,2
PBANKA_090450,0.13978722,Essential,-0.01515376,0.294728201,0.006001677,2
PBANKA_090460,1.026744966,Dispensable,0.904131691,1.149358241,0.003758504,1
PBANKA_090500,0.125969238,Essential,-0.023124975,0.275063452,0.005557271,2
PBANKA_090510,0.965049115,Dispensable,0.826372997,1.103725233,0.004807766,1
PBANKA_090520,0.992108979,Dispensable,0.909447048,1.074770911,0.001708249,1
PBANKA_090530,1.038241886,Dispensable,0.894082684,1.182401088,0.005195469,1
PBANKA_090590,0.586245079,Slow,0.508267339,0.66422282,0.001520132,3
PBANKA_090600,1.027702,Dispensable,0.906445516,1.148958485,0.003675784,1
PBANKA_090610,0.744288862,Slow,0.638546115,0.850031609,0.002795382,2
PBANKA_090620,0.888889347,Dispensable,0.760916091,1.016862603,0.004094289,1
PBANKA_090630,0.10725953,Essential,0.066292225,0.148226836,0.00041958,2
PBANKA_090640,0.127623805,Essential,-0.04670538,0.30195299,0.007597666,2
PBANKA_090660,0.575031459,Slow,0.430962194,0.719100723,0.005188988,2
PBANKA_090690,0.023831766,Essential,-0.023816764,0.071480295,0.000567596,2
PBANKA_090710,0.986011483,Dispensable,0.815007548,1.157015418,0.007310586,1
PBANKA_090760,0.185624079,Essential,0.072988519,0.298259639,0.003171692,2
PBANKA_090780,0.881503384,Dispensable,0.751812746,1.011194021,0.004204915,2
PBANKA_090810,0.680140304,Insufficient data,-0.425586439,1.785867047,0.305657908,2
PBANKA_090820,0.268709968,Slow,0.133412901,0.404007035,0.004576324,2
PBANKA_090840,0.891103797,Dispensable,0.744309724,1.03789787,0.005387125,2
PBANKA_090850,1.015594403,Dispensable,0.847898111,1.183290695,0.007030512,1
PBANKA_090860,0.991736237,Dispensable,0.912396389,1.071076084,0.001573703,2
PBANKA_090870,0.902701179,Slow,0.840835301,0.964567056,0.000956847,1
PBANKA_090880,1.013655653,Dispensable,0.864703588,1.162607718,0.005546679,1
PBANKA_090920,0.046380491,Essential,-0.036246391,0.129007372,0.0017068,2
PBANKA_090930,0.1,Essential,NA,NA,Inf,2
PBANKA_090940,1.078647996,Dispensable,0.927813763,1.229482228,0.005687741,1
PBANKA_090950,0.936256541,Dispensable,0.850985818,1.021527265,0.001817774,1
